category,fraction,average_dot_product,variance,second_best_category
ferrets,6.955554009876887e-05,0.31541684,0.0,ferret
raccoon,0.015649996522222993,0.31549186,4.1207208e-05,raccoons
raccoons,0.00013911108019753774,0.27753896,-1.4901161e-08,beavers
butterflys,0.00799888711135842,0.29535785,4.2649976e-05,butterfly
butterfly,0.007025109549975655,0.29969954,2.7033362e-05,butterflys
dog,0.03143910412464353,0.25924122,3.986021e-05,dogs
dogs,0.00013911108019753774,0.27199265,1.2949109e-05,dog
elephant,0.01954510676775405,0.30114242,3.0965566e-05,elephants
elephants,0.0004868887806913821,0.30064368,2.6311192e-05,elephant
duck,0.010920219795506713,0.29696923,2.5785652e-05,goose
bees,0.009389997913333796,0.2908586,1.9193578e-05,bee
bee,0.005633998748000278,0.2964555,4.0972674e-05,bees
cheetahs,0.00013911108019753774,0.31579718,1.8253922e-06,leopards
