category,fraction,average_dot_product,variance,second_best_category
Large chimpanzee,0.005007998887111359,0.31944048,1.8351608e-05,Animal chimpanzee
Animal chimpanzees,0.00013911108019753774,0.3128115,3.6895275e-05,Animal chimpanzee
Small chimpanzee,0.0004868887806913821,0.3226389,2.9717174e-05,Animal chimpanzee
Tiny chimpanzee,6.955554009876887e-05,0.31479055,0.0,Small chimpanzee
Animal crab,0.002225777283160604,0.3160398,4.8920512e-05,Medium crab
Large crab,0.006816442929679349,0.31477916,7.127256e-05,Animal crab
Medium crab,0.005633998748000278,0.3115174,7.0595444e-05,Animal crab
crab,6.955554009876887e-05,0.30154866,0.0,Medium crab
Large crabs,6.955554009876887e-05,0.3060855,0.0,Animal crabs
Animal crabs,6.955554009876887e-05,0.30571795,0.0,Animal crab
Small crab,0.00013911108019753774,0.31923708,3.106892e-06,Animal crab
Small hyena,0.003616888085135981,0.31964514,4.7500318e-05,Animal hyena
Animal hyena,0.010781108715309174,0.31863323,7.298377e-05,hyena
Large hyena,0.0004868887806913821,0.31666705,5.588361e-05,Animal hyena
Small hyenas,6.955554009876887e-05,0.32273754,0.0,Animal hyenas
Small cheetah,0.0007651109410864575,0.32628456,2.8306787e-05,Large cheetah
Large wolf,0.002225777283160604,0.30571693,1.9319355e-05,Animal wolf
Animal wolfs,0.008694442512346108,0.30445027,2.3246765e-05,Animal wolf
Animal wolf,0.0038255547054322878,0.30444866,2.1058862e-05,Animal wolfs
wolfs,0.0002782221603950755,0.3018315,5.669892e-06,Animal wolfs
Large jaguar,0.018779995826667593,0.3203088,5.771496e-05,Animal jaguar
Large leopard,0.005147109967308897,0.31519055,3.8907336e-05,Large jaguar
Animal jaguar,0.0032691103846421367,0.31796193,6.949648e-05,Large jaguar
Animal cheetah,0.0007651109410864575,0.3198118,1.8694183e-05,Large cheetah
Animal leopard,6.955554009876887e-05,0.31518555,0.0,Large leopard
Large leopards,6.955554009876887e-05,0.31348675,0.0,Large leopard
Large cheetah,0.01286777491827224,0.3243244,3.880681e-05,Animal cheetah
leopard,6.955554009876887e-05,0.31174093,0.0,Large leopard
Animal owls,0.0052862210475064335,0.310266,2.743696e-05,Large owl
Large owl,0.0073728872504695,0.30918193,3.0499585e-05,Animal owls
Animal owl,0.002156221743061835,0.31368858,2.9979214e-05,Large owl
Large owls,6.955554009876887e-05,0.3415859,0.0,Animal owls
owl,0.00013911108019753774,0.30280173,1.6450882e-05,Large owl
Large gorilla,0.008903109132642415,0.31538787,4.8421323e-05,Animal gorilla
Animal gorilla,0.004868887806913821,0.31025368,3.904615e-05,Large gorilla
Medium gorilla,0.0002782221603950755,0.31244627,2.2649765e-06,gorilla
gorilla,0.00013911108019753774,0.30878788,2.4653971e-05,Animal gorilla
Tiny gorilla,6.955554009876887e-05,0.3044188,0.0,Small gorilla
chinchilla,0.006190443068790429,0.33248597,6.385332e-05,Animal chinchilla
Animal chinchilla,0.006190443068790429,0.3232174,8.10516e-05,chinchilla
Medium chinchilla,0.0008346664811852264,0.337235,0.00010717908,chinchilla
Large chinchilla,0.001043333101481533,0.3382205,3.238519e-05,chinchilla
Large chinchillas,0.00013911108019753774,0.32871407,1.5944242e-06,Animal chinchillas
Medium chinchillas,0.0002782221603950755,0.33368006,3.5762787e-06,Medium chinchilla
Small chinchilla,0.0002086666202963066,0.3207488,7.023414e-05,Animal chinchilla
Animal chinchillas,0.00013911108019753774,0.32154912,0.0,Animal chinchilla
Medium grasshopper,0.010920219795506713,0.30837148,8.293322e-05,grasshopper
Animal grasshopper,0.0004173332405926132,0.30884516,8.748969e-05,Medium grasshopper
Animal grasshoppers,0.0017388885024692217,0.30524743,7.16877e-05,Medium grasshopper
grasshopper,0.0018084440425679906,0.30220044,9.214878e-05,Medium grasshopper
Small grasshoppers,6.955554009876887e-05,0.32071078,0.0,Animal grasshoppers
Small grasshopper,6.955554009876887e-05,0.30584824,0.0,Animal grasshoppers
Animal bear,0.009946442234123947,0.30423823,2.9243789e-05,Large bear
Large bear,0.005007998887111359,0.30108362,4.1928557e-05,Animal bear
Medium bear,6.955554009876887e-05,0.30426255,0.0,Animal bear
Large bears,6.955554009876887e-05,0.30158722,0.0,Large bear
Medium sheep,0.008903109132642415,0.30975083,5.9455633e-05,Animal sheep
Large sheep,0.0017388885024692217,0.31255975,8.369446e-05,Animal sheep
Animal sheep,0.0029213326841482923,0.30856284,3.751119e-05,Medium sheep
Large sheeps,0.0009737775613827642,0.29697558,1.7966542e-05,sheeps
Animal sheeps,6.955554009876887e-05,0.29488164,0.0,Animal sheep
Small sheeps,0.0004173332405926132,0.30004385,9.934108e-06,Large sheeps
sheeps,0.00013911108019753774,0.2989344,5.2154064e-08,Small sheeps
Large squid,0.001530221882172915,0.29023084,0.0003182888,Animal squid
Animal squid,0.01105933087570425,0.30122116,0.0001648477,Large squid
Small flamingo,0.0004173332405926132,0.31330854,0.00021379192,Animal flamingo
Tiny squid,0.0013215552618766084,0.2978024,0.00020122528,Animal squid
squid,6.955554009876887e-05,0.2560842,0.0,Medium squid
Animal snail,0.012728663838074703,0.32325754,8.237036e-05,Medium snail
Medium squid,0.0002086666202963066,0.27989542,0.0008347879,Small squid
mongoose,6.955554009876887e-05,0.2384581,0.0,Medium mongoose
Small dolphin,0.00013911108019753774,0.27264276,6.663054e-05,Animal squid
Tiny flamingo,6.955554009876887e-05,0.2787926,0.0,Animal flamingo
Large lynxs,6.955554009876887e-05,0.24550337,0.0,Medium lynxs
Animal dolphin,0.001530221882172915,0.30258673,3.4440647e-05,dolphin
Large dolphin,6.955554009876887e-05,0.26406288,0.0,Animal squid
Animal goose,0.006190443068790429,0.30795696,8.4737716e-05,Large goose
Large goose,0.0067468873895805805,0.31233832,9.2191796e-05,Animal goose
Animal gooses,0.0009042220212839953,0.30108047,4.6537472e-05,Large gooses
goose,0.0007651109410864575,0.29996836,5.1297924e-05,Small goose
Small goose,0.0018779995826667594,0.30366784,7.364485e-05,Animal goose
gooses,0.00013911108019753774,0.28602207,3.2708049e-06,Animal goose
Medium goose,0.001043333101481533,0.31491965,3.431638e-05,Large goose
blackbird,6.955554009876887e-05,0.25350845,0.0,Medium blackbird
Medium gooses,6.955554009876887e-05,0.30698824,0.0,gooses
Large gooses,0.0004173332405926132,0.30746526,3.6597252e-05,Animal gooses
Small gooses,6.955554009876887e-05,0.30344912,0.0,gooses
Animal giraffe,0.008903109132642415,0.30220786,3.1359494e-05,giraffe
giraffe,0.004242887946024901,0.29832014,3.1127303e-05,Animal giraffe
Small giraffe,0.0012519997217778397,0.3071071,5.7763522e-05,Animal giraffe
Large giraffe,0.0002782221603950755,0.3039274,1.2345612e-05,Small giraffe
Animal giraffes,0.0002782221603950755,0.30842346,1.0497868e-05,giraffes
Medium giraffe,6.955554009876887e-05,0.30444276,0.0,Animal giraffe
Large walrus,0.006538220769284273,0.31963307,0.000104346174,Animal walrus
Large seal,0.005007998887111359,0.30911297,5.2544805e-05,seal
Animal walrus,0.003129999304444599,0.3151074,0.0001349661,Large walrus
Small walrus,0.0002782221603950755,0.3049211,8.523464e-06,Animal walrus
Animal seal,0.0004173332405926132,0.30694354,3.124277e-05,Large seal
Animal whale,0.006329554148987967,0.3052485,2.0582598e-05,Large whale
Large seals,0.0002782221603950755,0.31445742,1.5094876e-05,Large walrus
Tiny walrus,0.0002086666202963066,0.32197857,3.3169985e-05,Animal walrus
seal,0.011685330736593169,0.31032634,4.063334e-05,Small seal
Animal otter,0.004521110106419976,0.31694335,8.551524e-05,otter
otter,0.010502886554914099,0.31935698,5.867939e-05,Animal otter
otters,0.0007651109410864575,0.33162877,0.00010874055,Medium otters
Large otter,0.0018779995826667594,0.30537,7.6664815e-05,Animal otter
Small otter,0.0002086666202963066,0.31132165,0.00022878249,Tiny otter
Medium otters,0.00013911108019753774,0.3387863,3.0577183e-05,otters
Small otters,6.955554009876887e-05,0.3257653,0.0,otters
Large flamingo,0.003755999165333519,0.31583574,0.0001519521,Animal flamingo
ostrich,0.005494887667802741,0.31212533,6.786177e-05,Animal ostrich
Small ostrich,0.0027822216039507545,0.30724785,5.74708e-05,Tiny ostrich
Large ostrich,0.002225777283160604,0.308428,6.745756e-05,Small ostrich
Tiny ostrich,0.0002086666202963066,0.3122722,2.171596e-05,Small ostrich
Animal ostrich,0.00013911108019753774,0.30772835,4.7959387e-05,ostrich
Large flamingos,0.0006955554009876886,0.31236523,6.4957145e-05,Animal flamingos
Large bison,0.018293107045976212,0.3123764,2.934271e-05,Animal bison
Medium bison,0.0006259998608889199,0.30861363,1.0099676e-05,Large bison
Large buffalo,0.002225777283160604,0.31435668,5.2832067e-05,Large bison
buffalo,0.0002086666202963066,0.30743292,1.0510285e-05,Medium buffalo
Animal buffalo,0.0029213326841482923,0.3097884,2.9109773e-05,Medium buffalo
Animal buffalos,0.0004868887806913821,0.3070926,1.7336437e-05,Large bison
Animal bison,0.0049384433470125895,0.30867746,5.0014172e-05,Large bison
Medium buffalo,0.0003477777004938443,0.3073505,1.103282e-05,Animal buffalo
Small hedgehog,0.0024344439034569105,0.32594535,1.7043523e-05,Large hedgehog
Large hedgehog,0.013354663698963622,0.324087,3.0845404e-05,Animal hedgehog
Animal hedgehog,0.001599777422271684,0.32345483,1.5756359e-05,hedgehog
Tiny porcupine,0.000556444320790151,0.3232984,0.00020310283,Small porcupine
hedgehog,0.0002086666202963066,0.32568678,1.8894672e-05,Large hedgehog
Tiny hedgehog,6.955554009876887e-05,0.33542848,0.0,Small hedgehog
Medium hedgehog,6.955554009876887e-05,0.30800653,0.0,Animal hedgehog
koala,0.005981776448494122,0.31373695,3.0040741e-05,Medium koala
Small koala,0.005912220908395354,0.31496045,4.165874e-05,koala
Medium koala,0.002225777283160604,0.3138216,2.6479363e-05,koala
Animal koalas,0.0004173332405926132,0.3110946,1.0639429e-05,Small koala
Large koala,0.0002782221603950755,0.31492084,5.736947e-06,koala
Animal koala,0.00013911108019753774,0.31150222,2.0451844e-05,Animal koalas
koalas,6.955554009876887e-05,0.32005244,0.0,Animal koalas
eagle,0.0052862210475064335,0.29915628,3.1728494e-05,Large eagle
hawk,0.0004868887806913821,0.289714,9.136541e-06,Animal hawk
Large hawks,6.955554009876887e-05,0.29749316,0.0,Large hawk
Animal hawks,6.955554009876887e-05,0.31162494,0.0,Animal eagles
Animal snails,0.0004173332405926132,0.32234588,8.165836e-06,Medium snails
snail,0.0011824441816790708,0.3162233,5.7087225e-05,Animal snail
Medium snail,0.000556444320790151,0.32385737,0.00011689961,snail
Medium snails,0.0002086666202963066,0.31342283,1.8040339e-05,Animal snail
Small snail,6.955554009876887e-05,0.32396096,0.0,snail
Animal blackbird,0.010502886554914099,0.30089048,3.8128026e-05,Large blackbird
Large blackbird,0.002086666202963066,0.30008057,5.9930484e-05,Animal blackbird
Large blackbirds,0.000556444320790151,0.29006696,3.0197203e-05,Animal blackbird
Small blackbirds,0.0004173332405926132,0.29703435,2.3305416e-05,blackbirds
blackbirds,0.0008346664811852264,0.2949369,1.3868014e-05,Animal blackbird
Animal blackbirds,0.0003477777004938443,0.29065567,3.735423e-05,Animal blackbird
peacock,0.01342421923906239,0.31795853,6.39703e-05,Medium peacock
Large peacocks,0.0012519997217778397,0.32507104,0.000113242204,peacock
Medium peacock,0.0002086666202963066,0.32520568,5.6097906e-05,peacock
Large peacock,6.955554009876887e-05,0.3078143,0.0,peacock
Animal peacock,6.955554009876887e-05,0.3267759,0.0,peacock
Animal cat,0.004451554566321208,0.26187223,4.0106475e-05,cat
cat,0.018014884885581138,0.26188698,3.406716e-05,Animal cat
Small cat,0.003129999304444599,0.262022,5.999671e-05,cat
Small cats,0.00013911108019753774,0.2780149,4.172325e-05,Medium cats
Large cat,0.0023648883633581416,0.264369,5.0018814e-05,cat
Medium cats,0.000556444320790151,0.2883025,6.352365e-05,Small cats
Medium lynx,0.0004173332405926132,0.26821062,2.1442771e-05,cat
Tiny cat,0.0004173332405926132,0.26610658,6.9096684e-05,Small cat
Animal lynx,0.007511998330667038,0.3019013,0.00019091147,Large lynx
Medium leopard,0.00013911108019753774,0.27673873,0.000247702,Animal lynx
Tiny lynx,6.955554009876887e-05,0.26962563,0.0,Small lynx
Large antelope,0.0038255547054322878,0.30848163,2.3590435e-05,Animal antelope
Small antelope,0.0017388885024692217,0.31437317,3.297806e-05,Animal antelope
Animal antelope,0.005703554288099047,0.31233495,5.0160943e-05,Animal antelopes
Animal deers,0.0012519997217778397,0.29955798,7.455879e-05,deers
Animal antelopes,0.0025039994435556794,0.3107541,4.339218e-05,Large antelopes
Large antelopes,0.0009042220212839953,0.31752717,3.4405635e-05,Animal antelopes
Small antelopes,6.955554009876887e-05,0.3149794,0.0,Large antelopes
Small iguana,0.002156221743061835,0.30564374,2.085009e-05,Animal iguana
iguana,0.0002782221603950755,0.30791974,2.090633e-05,Animal iguana
Large iguanas,0.00013911108019753774,0.32215002,5.5097044e-05,Animal iguanas
Small iguanas,6.955554009876887e-05,0.3028379,0.0,Animal iguana
Animal iguanas,0.00013911108019753774,0.3110243,2.6986003e-05,Animal iguana
Animal penguin,0.004173332405926132,0.31117707,8.126895e-05,Large penguin
Large penguin,0.006885998469778117,0.30601645,6.153608e-05,Animal penguin
Small penguin,0.0004173332405926132,0.31660366,0.000100801386,Animal penguin
Large penguins,0.0026431105237532167,0.30764922,5.2809715e-05,Animal penguins
Medium penguin,0.0004173332405926132,0.31666112,1.1722247e-05,penguin
penguin,6.955554009876887e-05,0.32042712,0.0,Animal penguin
Animal penguins,0.0002782221603950755,0.309472,2.1465123e-05,Large penguins
Small penguins,0.00013911108019753774,0.29964063,0.0,Large penguins
Small seal,0.002017110662864297,0.3118792,2.5288811e-05,seal
Medium seal,0.0002782221603950755,0.3181469,0.0001263693,seal
Tiny seal,6.955554009876887e-05,0.286419,0.0,seal
seals,6.955554009876887e-05,0.31740403,0.0,Small seals
lemur,0.011407108576198094,0.31702372,3.605354e-05,Animal lemur
Animal lemur,0.0027126660638519856,0.3148506,3.0535917e-05,lemur
Animal lemurs,0.0004173332405926132,0.30895206,2.1437803e-05,lemur
Large lemur,0.00013911108019753774,0.3089153,5.595386e-06,Animal lemur
Small lemur,0.0003477777004938443,0.31017792,0.00010778904,Animal lemur
Large lemurs,6.955554009876887e-05,0.31986415,0.0,Animal lemurs
Animal eagles,0.00013911108019753774,0.29497218,1.0877848e-06,eagle
Large deer,0.008346664811852264,0.30470616,2.4088224e-05,deers
deers,0.0033386659247409056,0.3031348,3.5494566e-05,Animal deers
deer,0.00013911108019753774,0.3116226,7.4505806e-08,Animal deer
Animal deer,0.002156221743061835,0.30572316,3.830079e-05,deers
Large deers,6.955554009876887e-05,0.291591,0.0,deers
hippopotamuss,0.009876886694025179,0.33444834,6.590427e-05,Animal hippopotamuss
Large hippopotamuss,0.002225777283160604,0.3260593,7.788837e-05,hippopotamuss
Animal hippopotamuss,0.0024344439034569105,0.32665914,5.7022913e-05,hippopotamuss
Large hippopotamus,0.0002782221603950755,0.30752617,3.338605e-05,Large hippopotamuss
Small hippopotamuss,0.0002086666202963066,0.3107135,0.0002532204,Small hippopotamus
Animal hippopotamus,6.955554009876887e-05,0.33339962,0.0,Animal hippopotamuss
Animal flamingo,0.00980733115392641,0.32863128,4.4430402e-05,Large flamingo
Animal flamingos,0.0026431105237532167,0.31933856,4.573872e-05,Large flamingos
flamingo,0.00013911108019753774,0.32382333,3.658235e-06,Animal flamingo
Small flamingos,0.0002086666202963066,0.32459942,5.751848e-06,Animal flamingos
Medium flamingos,6.955554009876887e-05,0.33021414,0.0,Animal flamingos
Animal snake,0.008555331432148571,0.30010068,4.4938995e-05,Animal snakes
Large snake,0.004451554566321208,0.30110508,2.4266541e-05,Animal snake
Animal snakes,0.0017388885024692217,0.29843348,2.7809143e-05,Animal snake
Large snakes,0.0002782221603950755,0.29479438,5.0641596e-05,Animal snakes
Small mongoose,0.007025109549975655,0.31105646,7.793691e-05,Animal mongoose
Animal mongoose,0.00612088752869166,0.3137812,9.6321106e-05,Small mongoose
Medium mongoose,0.0011824441816790708,0.31569844,7.8145196e-05,Animal mongoose
Large mongoose,0.000556444320790151,0.3147556,0.00012663007,Animal mongoose
Small kangaroo,0.0004173332405926132,0.31585312,0.00011636814,kangaroo
Animal ferret,0.010572442095012867,0.30385035,0.00010821066,Small ferret
Medium cow,0.002225777283160604,0.30112228,7.0124865e-05,Animal cow
Animal cow,0.011267997496000557,0.30320606,5.8209454e-05,Medium cow
Large cow,0.0012519997217778397,0.30856702,8.420149e-05,Medium cow
Large cows,6.955554009876887e-05,0.29152516,0.0,Medium cows
cow,6.955554009876887e-05,0.29863602,0.0,Animal cow
Small cow,6.955554009876887e-05,0.2888068,0.0,Medium cow
Small cows,0.00013911108019753774,0.29039705,2.1830201e-06,Medium cows
Medium cows,6.955554009876887e-05,0.2917319,0.0,Large cows
Small goat,0.0003477777004938443,0.31621566,2.1857024e-05,Large goat
Animal goat,0.009042220212839952,0.31214583,2.6130676e-05,Medium goat
Large goat,0.0018779995826667594,0.31271082,7.10399e-05,Animal goat
Medium goat,0.0019475551227655283,0.30959424,3.7576472e-05,Animal goat
Large goats,0.0007651109410864575,0.3072966,0.00013095682,Animal goats
Animal goats,0.0004868887806913821,0.30454192,0.00018931286,Small goats
Tiny cow,6.955554009876887e-05,0.30873287,0.0,Animal cow
Medium goats,0.0002086666202963066,0.31486708,2.2987524e-05,Large goats
Small panda,0.0012519997217778397,0.31285053,6.569094e-05,Tiny panda
Tiny panda,0.0007651109410864575,0.31231815,6.77759e-05,Small panda
Large panda,0.005981776448494122,0.3178766,3.3899796e-05,Animal panda
Animal panda,0.005703554288099047,0.31117564,4.6479992e-05,Large panda
Animal pandas,0.0004868887806913821,0.3142261,2.0529542e-05,Large pandas
Large pandas,0.0003477777004938443,0.31974941,1.3768673e-05,Animal pandas
Medium panda,0.0004173332405926132,0.30136916,1.0589759e-05,panda
panda,6.955554009876887e-05,0.3001675,0.0,Medium panda
Animal mole,0.010711553175210406,0.30031535,7.347008e-05,Small mole
Small moles,0.00013911108019753774,0.2994422,6.245822e-05,Animal mole
Small porcupine,0.006468665229185505,0.32311916,6.201959e-05,Animal porcupine
Small mole,0.00013911108019753774,0.28537175,3.233552e-05,Animal mole
Animal moles,0.0003477777004938443,0.28767654,9.925962e-05,Animal mole
Large mole,0.00013911108019753774,0.2898682,2.399087e-05,Animal mole
Large raccoon,6.955554009876887e-05,0.2842577,0.0,Animal mole
Small bear,0.00013911108019753774,0.27405354,0.00021770597,Animal bear
Small beaver,0.0002086666202963066,0.30014333,0.00010499358,Tiny beaver
Large whale,0.008555331432148571,0.30716202,2.2926952e-05,Animal whale
Large whales,6.955554009876887e-05,0.29712534,0.0,Large whale
Tiny whale,6.955554009876887e-05,0.29229385,0.0,Medium whale
Medium whale,0.00013911108019753774,0.30123964,1.7620623e-05,Animal whale
Animal donkey,0.010502886554914099,0.30221784,8.4207546e-05,donkey
donkey,0.0027126660638519856,0.29993117,0.0001170085,Animal donkey
Small donkey,0.0004868887806913821,0.30788442,5.6581837e-05,Animal donkey
Large donkey,0.000556444320790151,0.3112032,7.4610114e-05,Medium donkey
Animal donkeys,6.955554009876887e-05,0.30208832,0.0,Animal donkey
Medium donkey,0.0006955554009876886,0.30449814,0.00021334886,donkey
Large jaguars,6.955554009876887e-05,0.33142257,0.0,Large jaguar
Small jaguar,6.955554009876887e-05,0.31488284,0.0,Large jaguar
dolphin,0.01286777491827224,0.30704513,2.1413854e-05,Animal dolphin
dolphins,0.0002086666202963066,0.30931175,9.4652176e-05,Animal dolphins
Animal dolphins,0.0004868887806913821,0.30787414,9.443079e-06,dolphins
Animal porcupine,0.004660221186617514,0.32555696,0.00012631202,Small porcupine
Large porcupine,0.0009737775613827642,0.3236497,0.00018076386,Animal porcupine
Animal porcupines,6.955554009876887e-05,0.3238043,0.0,Animal porcupine
kangaroo,0.0019475551227655283,0.31367406,7.233449e-05,Animal kangaroo
Medium kangaroo,0.0032691103846421367,0.3269914,6.144097e-05,Large kangaroo
Large kangaroo,0.008694442512346108,0.322798,4.812622e-05,Medium kangaroo
Medium kangaroos,0.0003477777004938443,0.32510442,3.877878e-05,Medium kangaroo
Animal kangaroo,0.0003477777004938443,0.3263988,2.1398067e-05,Large kangaroo
Small ferret,0.004381999026222438,0.31000558,6.114869e-05,Animal ferret
ferret,0.00013911108019753774,0.31108496,6.6310167e-06,Animal ferret
ferrets,6.955554009876887e-05,0.31541684,0.0,Small ferrets
Large ferret,6.955554009876887e-05,0.30137706,0.0,Animal ferret
Animal beaver,0.010294219934617793,0.30538452,5.415968e-05,Small beaver
Large beaver,0.0002782221603950755,0.29823703,0.00013872236,Animal beaver
Animal beavers,6.955554009876887e-05,0.31602463,0.0,otters
Animal raccoon,0.01537177436182792,0.32353878,3.856987e-05,Medium raccoon
Large beavers,6.955554009876887e-05,0.30692512,0.0,Large beaver
Small raccoon,6.955554009876887e-05,0.31101146,0.0,Animal raccoon
Medium otter,0.00013911108019753774,0.3084364,4.1365623e-05,Animal otter
Tiny beaver,6.955554009876887e-05,0.30095005,0.0,Small beaver
Large raccoons,6.955554009876887e-05,0.28273553,0.0,Animal raccoons
Animal raccoons,6.955554009876887e-05,0.28622475,0.0,Animal beavers
Animal butterflys,0.009181331293037491,0.30253664,3.1969765e-05,Medium butterflys
butterfly,0.0035473325450372122,0.30185905,1.822266e-05,Animal butterfly
Animal butterfly,0.0012519997217778397,0.30376908,1.7735692e-05,Animal butterflys
Medium butterflys,0.000556444320790151,0.30324748,2.618879e-05,Animal butterflys
Large butterfly,0.00013911108019753774,0.2995778,9.484589e-06,Animal butterfly
Large butterflys,6.955554009876887e-05,0.29224592,0.0,Medium butterflys
butterflys,0.0002086666202963066,0.30834046,1.3897817e-05,Medium butterflys
Medium butterfly,6.955554009876887e-05,0.30031362,0.0,Animal butterfly
Large dog,0.011963552896988245,0.26711017,6.820989e-05,dog
Tiny dog,0.0009737775613827642,0.26572126,3.0062029e-05,Small dog
Animal dog,0.0038255547054322878,0.26040196,3.0162118e-05,dog
dog,0.00799888711135842,0.26011008,3.7599646e-05,Animal dog
Medium dog,0.0018779995826667594,0.2632876,7.489876e-05,dog
Small dog,0.003964665785629825,0.26156798,4.4885433e-05,Tiny dog
Large dogs,6.955554009876887e-05,0.30072418,0.0,Medium dogs
Small wolf,0.0002782221603950755,0.26143965,9.36538e-06,dog
Animal dogs,6.955554009876887e-05,0.27327293,0.0,Medium dogs
Large lynx,0.007581553870765806,0.31400776,0.00010449296,Animal lynx
lynx,0.0002086666202963066,0.3066459,1.5238921e-05,Large lynx
Small lynx,6.955554009876887e-05,0.29938853,0.0,Animal lynx
Animal elephant,0.015232663281630383,0.3062827,2.1111475e-05,elephant
Small elephant,0.0019475551227655283,0.30638164,4.5980727e-05,Animal elephant
Large elephant,0.001112888641580302,0.30380735,9.641796e-05,Animal elephant
Animal elephants,0.001043333101481533,0.30544364,2.0766258e-05,Animal elephant
Tiny elephant,0.0003477777004938443,0.31655207,7.7307224e-05,Small elephant
elephant,0.0002782221603950755,0.30798662,5.5506825e-06,Animal elephant
Small elephants,6.955554009876887e-05,0.2979486,0.0,Animal elephants
Animal duck,0.013006885998469778,0.30376005,3.0099389e-05,duck
Large duck,0.00013911108019753774,0.30414972,3.132224e-05,Animal duck
Animal bee,0.013771996939556235,0.30267385,5.9359e-05,Large bee
Large bee,0.0009042220212839953,0.31069726,6.484985e-05,Animal bee
Animal bees,0.0002782221603950755,0.29785863,1.3269484e-05,Animal bee
Medium bees,6.955554009876887e-05,0.30336863,0.0,Large bees
cheetah,0.0006259998608889199,0.3246829,2.5861793e-05,Large cheetah
Medium cheetah,0.0002782221603950755,0.31639695,8.583069e-06,Large cheetah
Large cheetahs,6.955554009876887e-05,0.3312171,0.0,Small cheetahs
Small cheetahs,6.955554009876887e-05,0.32280168,0.0,Large cheetahs
Tiny cheetah,6.955554009876887e-05,0.32496855,0.0,Small cheetah
